bear_symbol	bearGeneID	human_symbol	humanGeneID	blastType
FAM53A	gene-FAM53A	FAM53A	gene-FAM53A	RBB
FAM53B	gene-FAM53B	FAM53B	gene-FAM53B	RBB
FAM53C	gene-FAM53C	FAM53C	gene-FAM53C	RBB
FAM72A	gene-FAM72A	FAM72B	gene-FAM72B	RBB
FAM76A	gene-FAM76A	FAM76A	gene-FAM76A	RBB
FAM76B	gene-FAM76B	FAM76B	gene-FAM76B	RBB
FAM78A	gene-FAM78A	FAM78A	gene-FAM78A	RBB
FAM78B	gene-FAM78B	FAM78B	gene-FAM78B	RBB
FAM81A	gene-FAM81A	FAM81A	gene-FAM81A	RBB
FAM81B	gene-FAM81B	FAM81B	gene-FAM81B	RBB
FAM83A	gene-FAM83A	FAM83A	gene-FAM83A	RBB
FAM83B	gene-FAM83B	FAM83B	gene-FAM83B	RBB
FAM83C	gene-FAM83C	FAM83C	gene-FAM83C	RBB
FAM83D	gene-FAM83D	FAM83D	gene-FAM83D	RBB
FAM83E	gene-FAM83E	FAM83E	gene-FAM83E	RBB
FAM83F	gene-FAM83F	FAM83F	gene-FAM83F	RBB
FAM83G	gene-FAM83G	FAM83G	gene-FAM83G	RBB
FAM83H	gene-FAM83H	FAM83H	gene-FAM83H	RBB
FAM89A	gene-FAM89A	FAM89A	gene-FAM89A	OBB
FAM89B	gene-FAM89B	FAM89B	gene-FAM89B	RBB
FAM8A1	gene-FAM8A1	FAM8A1	gene-FAM8A1	RBB
FAM91A1	gene-FAM91A1	FAM91A1	gene-FAM91A1	RBB
FAM98A	gene-FAM98A	FAM98A	gene-FAM98A	RBB
FAM98B	gene-FAM98B	FAM98B	gene-FAM98B	RBB
FAM98C	gene-FAM98C	FAM98C	gene-FAM98C	RBB
FAN1	gene-FAN1	FAN1	gene-FAN1	RBB
FANCA	gene-FANCA	FANCA	gene-FANCA	RBB
FANCB	gene-FANCB	FANCB	gene-FANCB	RBB
FANCC	gene-FANCC	FANCC	gene-FANCC	RBB
FANCD2	gene-FANCD2	FANCD2	gene-FANCD2	RBB
FANCD2OS	gene-FANCD2OS	FANCD2OS	gene-FANCD2OS	RBB
FANCE	gene-FANCE	FANCE	gene-FANCE	RBB
FANCF	gene-FANCF	FANCF	gene-FANCF	RBB
FANCG	gene-FANCG	FANCG	gene-FANCG	RBB
FANCI	gene-FANCI	FANCI	gene-FANCI	RBB
FANCL	gene-FANCL	FANCL	gene-FANCL	RBB
FANCM	gene-FANCM	FANCM	gene-FANCM	RBB
FANK1	gene-FANK1	FANK1	gene-FANK1	RBB
FAP	gene-FAP	FAP	gene-FAP	RBB
FAR1	gene-FAR1	FAR1	gene-FAR1	RBB
FAR2	gene-FAR2	FAR2	gene-FAR2	RBB
FARP1	gene-FARP1	FARP1	gene-FARP1	RBB
FARP2	gene-FARP2	FARP2	gene-FARP2	RBB
FARS2	gene-FARS2	FARS2	gene-FARS2	RBB
FARSA	gene-FARSA	FARSA	gene-FARSA	RBB
FARSB	gene-FARSB	FARSB	gene-FARSB	RBB
FAS	gene-FAS	FAS	gene-FAS	RBB
FASLG	gene-FASLG	FASLG	gene-FASLG	RBB
FASN	gene-FASN	FASN	gene-FASN	RBB
FASTK	gene-FASTK	FASTK	gene-FASTK	RBB
FASTKD1	gene-FASTKD1	FASTKD1	gene-FASTKD1	RBB
FASTKD2	gene-FASTKD2	FASTKD2	gene-FASTKD2	RBB
FASTKD3	gene-FASTKD3	FASTKD3	gene-FASTKD3	RBB
FASTKD5	gene-FASTKD5	FASTKD5	gene-FASTKD5	RBB
FAT1	gene-FAT1	FAT1	gene-FAT1	RBB
FAT2	gene-FAT2	FAT2	gene-FAT2	RBB
FAT3	gene-FAT3	FAT3	gene-FAT3	RBB
FAT4	gene-FAT4	FAT4	gene-FAT4	RBB
FATE1	gene-FATE1	FATE1	gene-FATE1	RBB
FAU	gene-FAU	FAU	gene-FAU	RBB
FAXC	gene-FAXC	FAXC	gene-FAXC	RBB
FAXDC2	gene-FAXDC2	FAXDC2	gene-FAXDC2	RBB
FBF1	gene-FBF1	FBF1	gene-FBF1	RBB
FBH1	gene-FBH1	FBH1	gene-FBH1	RBB
FBL	gene-FBL	FBL	gene-FBL	RBB
FBLIM1	gene-FBLIM1	FBLIM1	gene-FBLIM1	RBB
FBLL1	gene-FBLL1	FBLL1	gene-FBLL1	RBB
FBLN2	gene-FBLN2	FBLN2	gene-FBLN2	RBB
FBLN5	gene-FBLN5	FBLN5	gene-FBLN5	RBB
FBLN7	gene-FBLN7	FBLN7	gene-FBLN7	RBB
FBN1	gene-FBN1	FBN1	gene-FBN1	RBB
FBN2	gene-FBN2	FBN2	gene-FBN2	RBB
FBP1	gene-FBP1	FBP1	gene-FBP1	RBB
FBP2	gene-FBP2	FBP2	gene-FBP2	RBB
FBRS	gene-FBRS	FBRS	gene-FBRS	RBB
FBRSL1	gene-FBRSL1	FBRSL1	gene-FBRSL1	RBB
FBXL12	gene-FBXL12	FBXL12	gene-FBXL12	RBB
FBXL13	gene-FBXL13	FBXL13	gene-FBXL13	RBB
FBXL14	gene-FBXL14	FBXL14	gene-FBXL14	RBB
FBXL15	gene-FBXL15	FBXL15	gene-FBXL15	RBB
FBXL16	gene-FBXL16	FBXL16	gene-FBXL16	RBB
FBXL17	gene-FBXL17	FBXL17	gene-FBXL17	RBB
FBXL18	gene-FBXL18	FBXL18	gene-FBXL18	RBB
FBXL19	gene-FBXL19	FBXL19	gene-FBXL19	RBB
FBXL2	gene-FBXL2	FBXL2	gene-FBXL2	RBB
FBXL20	gene-FBXL20	FBXL20	gene-FBXL20	RBB
FBXL22	gene-FBXL22	FBXL22	gene-FBXL22	RBB
FBXL3	gene-FBXL3	FBXL3	gene-FBXL3	RBB
FBXL4	gene-FBXL4	FBXL4	gene-FBXL4	RBB
FBXL5	gene-FBXL5	FBXL5	gene-FBXL5	RBB
FBXL6	gene-FBXL6	FBXL6	gene-FBXL6	RBB
FBXL7	gene-FBXL7	FBXL7	gene-FBXL7	RBB
FBXL8	gene-FBXL8	FBXL8	gene-FBXL8	RBB
FBXO10	gene-FBXO10	FBXO10	gene-FBXO10	RBB
FBXO11	gene-FBXO11	FBXO11	gene-FBXO11	RBB
FBXO15	gene-FBXO15	FBXO15	gene-FBXO15	RBB
FBXO16	gene-FBXO16	FBXO16	gene-FBXO16	RBB
FBXO17	gene-FBXO17	FBXO17	gene-FBXO17	RBB
FBXO2	gene-FBXO2	FBXO2	gene-FBXO2	RBB
FBXO21	gene-FBXO21	FBXO21	gene-FBXO21	RBB
FBXO22	gene-FBXO22	FBXO22	gene-FBXO22	RBB
FBXO24	gene-FBXO24	FBXO24	gene-FBXO24	RBB
FBXO25	gene-FBXO25	FBXO25	gene-FBXO25	RBB
FBXO27	gene-FBXO27	FBXO27	gene-FBXO27	RBB
FBXO28	gene-FBXO28	FBXO28	gene-FBXO28	RBB
FBXO3	gene-FBXO3	FBXO3	gene-FBXO3	RBB
FBXO30	gene-FBXO30	FBXO30	gene-FBXO30	RBB
FBXO31	gene-FBXO31	FBXO31	gene-FBXO31	RBB
FBXO32	gene-FBXO32	FBXO32	gene-FBXO32	RBB
FBXO33	gene-FBXO33	FBXO33	gene-FBXO33	RBB
FBXO34	gene-FBXO34	FBXO34	gene-FBXO34	RBB
FBXO36	gene-FBXO36	FBXO36	gene-FBXO36	RBB
FBXO38	gene-FBXO38	FBXO38	gene-FBXO38	RBB
FBXO39	gene-FBXO39	FBXO39	gene-FBXO39	RBB
FBXO4	gene-FBXO4	FBXO4	gene-FBXO4	RBB
FBXO40	gene-FBXO40	FBXO40	gene-FBXO40	RBB
FBXO41	gene-FBXO41	FBXO41	gene-FBXO41	RBB
FBXO42	gene-FBXO42	FBXO42	gene-FBXO42	RBB
FBXO43	gene-FBXO43	FBXO43	gene-FBXO43	RBB
FBXO44	gene-FBXO44	FBXO6	gene-FBXO6	OBB
FBXO45	gene-FBXO45	FBXO45	gene-FBXO45	RBB
FBXO46	gene-FBXO46	FBXO46	gene-FBXO46	RBB
FBXO47	gene-FBXO47	FBXO47	gene-FBXO47	RBB
FBXO48	gene-FBXO48	FBXO48	gene-FBXO48	RBB
FBXO5	gene-FBXO5	FBXO5	gene-FBXO5	RBB
FBXO6	gene-FBXO6	FBXO6	gene-FBXO6	RBB
FBXO7	gene-FBXO7	FBXO7	gene-FBXO7	RBB
FBXO8	gene-FBXO8	FBXO8	gene-FBXO8	RBB
FBXO9	gene-FBXO9	FBXO9	gene-FBXO9	RBB
FBXW10B	gene-FBXW10B	FBXW10	gene-FBXW10	RBB
FBXW11	gene-FBXW11	FBXW11	gene-FBXW11	RBB
FBXW12	gene-FBXW12	FBXW12	gene-FBXW12	RBB
FBXW2	gene-FBXW2	FBXW2	gene-FBXW2	RBB
FBXW4	gene-FBXW4	FBXW4	gene-FBXW4	RBB
FBXW5	gene-FBXW5	FBXW5	gene-FBXW5	RBB
FBXW7	gene-FBXW7	FBXW7	gene-FBXW7	RBB
FBXW8	gene-FBXW8	FBXW8	gene-FBXW8	RBB
FBXW9	gene-FBXW9	FBXW9	gene-FBXW9	RBB
FCAMR	gene-FCAMR	FCAMR	gene-FCAMR	RBB
FCAR	gene-FCAR	FCAR	gene-FCAR-4	RBB
FCER1A	gene-FCER1A	FCER1A	gene-FCER1A	RBB
FCER1G	gene-FCER1G	FCER1G	gene-FCER1G	RBB
FCER2	gene-FCER2	FCER2	gene-FCER2	RBB
FCF1	gene-FCF1	FCF1	gene-FCF1	RBB
FCGBP	gene-FCGBP	FCGBP	gene-FCGBP-2	RBB
FCGR1A	gene-FCGR1A	FCGR1A	gene-FCGR1A	RBB
FCGRT	gene-FCGRT	FCGRT	gene-FCGRT	RBB
FCHO1	gene-FCHO1	FCHO1	gene-FCHO1	RBB
FCHO2	gene-FCHO2	FCHO2	gene-FCHO2	RBB
FCHSD1	gene-FCHSD1	FCHSD1	gene-FCHSD1	RBB
FCHSD2	gene-FCHSD2	FCHSD2	gene-FCHSD2	RBB
FCMR	gene-FCMR	FCMR	gene-FCMR	RBB
FCRL1	gene-FCRL1	FCRL1	gene-FCRL1	RBB
FCRL3	gene-FCRL3	FCRL3	gene-FCRL3	RBB
FCRL4	gene-FCRL4	FCRL4	gene-FCRL4	RBB
FCRL5	gene-FCRL5	FCRL5	gene-FCRL5	RBB
FCRL6	gene-FCRL6	FCRL6	gene-FCRL6	RBB
FCRLA	gene-FCRLA	FCRLA	gene-FCRLA	RBB
FCRLB	gene-FCRLB	FCRLB	gene-FCRLB	RBB
FCSK	gene-FCSK	FCSK	gene-FCSK	RBB
FDFT1	gene-FDFT1	FDFT1	gene-FDFT1-2	RBB
FDPS	gene-FDPS	FDPS	gene-FDPS	RBB
FDX1	gene-FDX1	FDX1	gene-FDX1	RBB
FDX2	gene-FDX2	FDX2	gene-FDX2	RBB
FDXACB1	gene-FDXACB1	FDXACB1	gene-FDXACB1	RBB
FDXR	gene-FDXR	FDXR	gene-FDXR	RBB
FECH	gene-FECH	FECH	gene-FECH	RBB
FEM1A	gene-FEM1A	FEM1A	gene-FEM1A	RBB
FEM1B	gene-FEM1B	FEM1B	gene-FEM1B	RBB
FEM1C	gene-FEM1C	FEM1C	gene-FEM1C	RBB
FEN1	gene-FEN1	FEN1	gene-FEN1	RBB
FER	gene-FER	FER	gene-FER	RBB
FER1L5	gene-FER1L5	FER1L5	gene-FER1L5	RBB
FER1L6	gene-FER1L6	FER1L6	gene-FER1L6	RBB
FERD3L	gene-FERD3L	FERD3L	gene-FERD3L	RBB
FERMT1	gene-FERMT1	FERMT1	gene-FERMT1	RBB
FERMT2	gene-FERMT2	FERMT2	gene-FERMT2	RBB
FERMT3	gene-FERMT3	FERMT3	gene-FERMT3	RBB
FES	gene-FES	FES	gene-FES	RBB
FETUB	gene-FETUB	FETUB	gene-FETUB	RBB
FEV	gene-FEV	FEV	gene-FEV	RBB
FEZ1	gene-FEZ1	FEZ1	gene-FEZ1	RBB
FEZ2	gene-FEZ2	FEZ2	gene-FEZ2	RBB
FEZF1	gene-FEZF1	FEZF1	gene-FEZF1	RBB
FEZF2	gene-FEZF2	FEZF2	gene-FEZF2	RBB
FFAR1	gene-FFAR1	FFAR1	gene-FFAR1	RBB
FFAR3	gene-FFAR3	FFAR3	gene-FFAR3	RBB
FFAR4	gene-FFAR4	FFAR4	gene-FFAR4	RBB
FGA	gene-FGA	FGA	gene-FGA	RBB
FGB	gene-FGB	FGB	gene-FGB	RBB
FGD1	gene-FGD1	FGD1	gene-FGD1	RBB
FGD3	gene-FGD3	FGD3	gene-FGD3	RBB
FGD4	gene-FGD4	FGD4	gene-FGD4	RBB
FGD5	gene-FGD5	FGD5	gene-FGD5	RBB
FGD6	gene-FGD6	FGD6	gene-FGD6	RBB
FGF1	gene-FGF1	FGF1	gene-FGF1	RBB
FGF10	gene-FGF10	FGF10	gene-FGF10	RBB
FGF11	gene-FGF11	FGF11	gene-FGF11	RBB
FGF12	gene-FGF12	FGF12	gene-FGF12	RBB
FGF13	gene-FGF13	FGF13	gene-FGF13	RBB
FGF14	gene-FGF14	FGF14	gene-FGF14	RBB
FGF16	gene-FGF16	FGF16	gene-FGF16	RBB
FGF17	gene-FGF17	FGF17	gene-FGF17	RBB
FGF18	gene-FGF18	FGF18	gene-FGF18	RBB
FGF19	gene-FGF19	FGF19	gene-FGF19	RBB
FGF2	gene-FGF2	FGF2	gene-FGF2	OBB
FGF20	gene-FGF20	FGF20	gene-FGF20	RBB
FGF21	gene-FGF21	FGF21	gene-FGF21	RBB
FGF22	gene-FGF22	FGF22	gene-FGF22	OBB
FGF23	gene-FGF23	FGF23	gene-FGF23	RBB
FGF3	gene-FGF3	FGF3	gene-FGF3	RBB
FGF4	gene-FGF4	FGF4	gene-FGF4	RBB
FGF5	gene-FGF5	FGF5	gene-FGF5	RBB
FGF6	gene-FGF6	FGF6	gene-FGF6	RBB
FGF7	gene-FGF7	FGF7	gene-FGF7	RBB
FGF8	gene-FGF8	FGF8	gene-FGF8	RBB
FGF9	gene-FGF9	FGF9	gene-FGF9	RBB
FGFBP1	gene-FGFBP1	FGFBP1	gene-FGFBP1	RBB
FGFBP3	gene-FGFBP3	FGFBP3	gene-FGFBP3	RBB
FGFR1	gene-FGFR1	FGFR1	gene-FGFR1	RBB
FGFR1OP2	gene-FGFR1OP2	FGFR1OP2	gene-FGFR1OP2	RBB
FGFR2	gene-FGFR2	FGFR2	gene-FGFR2	RBB
FGFR3	gene-FGFR3	FGFR3	gene-FGFR3	RBB
FGFR4	gene-FGFR4	FGFR4	gene-FGFR4	RBB
FGFRL1	gene-FGFRL1	FGFRL1	gene-FGFRL1	RBB
FGG	gene-FGG	FGG	gene-FGG	RBB
FGGY	gene-FGGY	FGGY	gene-FGGY	RBB
FGL1	gene-FGL1	FGL1	gene-FGL1	RBB
FGL2	gene-FGL2	FGL2	gene-FGL2	RBB
FGR	gene-FGR	FGR	gene-FGR	RBB
FH	gene-FH	FH	gene-FH	RBB
FHAD1	gene-FHAD1	FHAD1	gene-FHAD1	RBB
FHDC1	gene-FHDC1	FHDC1	gene-FHDC1	RBB
FHIP1A	gene-FHIP1A	FHIP1A	gene-FHIP1A	RBB
FHIP1B	gene-FHIP1B	FHIP1B	gene-FHIP1B	RBB
FHIP2A	gene-FHIP2A	FHIP2A	gene-FHIP2A	RBB
FHIP2B	gene-FHIP2B	FHIP2B	gene-FHIP2B	RBB
FHIT	gene-FHIT	FHIT	gene-FHIT	RBB
FHL1	gene-FHL1	FHL1	gene-FHL1	RBB
FHL2	gene-FHL2	FHL2	gene-FHL2	RBB
FHL3	gene-FHL3	FHL3	gene-FHL3	RBB
FHL5	gene-FHL5	FHL5	gene-FHL5	RBB
FHOD1	gene-FHOD1	FHOD1	gene-FHOD1	RBB
FHOD3	gene-FHOD3	FHOD3	gene-FHOD3	RBB
FIBCD1	gene-FIBCD1	FIBCD1	gene-FIBCD1	RBB
FIBIN	gene-FIBIN	FIBIN	gene-FIBIN	RBB
FIBP	gene-FIBP	FIBP	gene-FIBP	RBB
FICD	gene-FICD	FICD	gene-FICD	RBB
FIG4	gene-FIG4	FIG4	gene-FIG4	RBB
FIGLA	gene-FIGLA	FIGLA	gene-FIGLA	RBB
FIGN	gene-FIGN	FIGN	gene-FIGN	RBB
FIGNL1	gene-FIGNL1	FIGNL1	gene-FIGNL1	RBB
FIGNL2	gene-FIGNL2	FIGNL2	gene-FIGNL2	RBB
FILIP1	gene-FILIP1	FILIP1	gene-FILIP1	RBB
FILIP1L	gene-FILIP1L	FILIP1L	gene-FILIP1L	RBB
FIP1L1	gene-FIP1L1	FIP1L1	gene-FIP1L1	RBB
FIRRM	gene-FIRRM	FIRRM	gene-FIRRM	RBB
FIS1	gene-FIS1	FIS1	gene-FIS1	RBB
FITM1	gene-FITM1	FITM1	gene-FITM1	RBB
FITM2	gene-FITM2	FITM2	gene-FITM2	RBB
FIZ1	gene-FIZ1	FIZ1	gene-FIZ1	RBB
FJX1	gene-FJX1	FJX1	gene-FJX1	RBB
FKBP10	gene-FKBP10	FKBP10	gene-FKBP10	RBB
FKBP11	gene-FKBP11	FKBP11	gene-FKBP11	RBB
FKBP14	gene-FKBP14	FKBP14	gene-FKBP14	RBB
FKBP15	gene-FKBP15	FKBP15	gene-FKBP15	RBB
FKBP1A	gene-FKBP1A	FKBP1A	gene-FKBP1A	RBB
FKBP1B	gene-FKBP1B	FKBP1B	gene-FKBP1B	RBB
FKBP2	gene-FKBP2	FKBP2	gene-FKBP2	RBB
FKBP3	gene-FKBP3	FKBP3	gene-FKBP3	RBB
FKBP4	gene-FKBP4	FKBP4	gene-FKBP4	RBB
FKBP5	gene-FKBP5	FKBP5	gene-FKBP5	RBB
FKBP6	gene-FKBP6	FKBP6	gene-FKBP6	RBB
FKBP7	gene-FKBP7	FKBP7	gene-FKBP7	RBB
FKBP8	gene-FKBP8	FKBP8	gene-FKBP8	RBB
FKBP9	gene-FKBP9	FKBP9	gene-FKBP9	RBB
FKBPL	gene-FKBPL	FKBPL	gene-FKBPL-3	RBB
FKRP	gene-FKRP	FKRP	gene-FKRP	RBB
FKTN	gene-FKTN	FKTN	gene-FKTN	RBB
FLACC1	gene-FLACC1	FLACC1	gene-FLACC1	RBB
FLAD1	gene-FLAD1	FLAD1	gene-FLAD1	RBB
FLCN	gene-FLCN	FLCN	gene-FLCN	RBB
FLG	gene-FLG	FLG	gene-FLG	RBB
FLI1	gene-FLI1	FLI1	gene-FLI1	RBB
FLII	gene-FLII	FLII	gene-FLII	RBB
FLNB	gene-FLNB	FLNB	gene-FLNB	RBB
FLNC	gene-FLNC	FLNC	gene-FLNC	RBB
FLOT1	gene-FLOT1	FLOT1	gene-FLOT1	RBB
FLOT2	gene-FLOT2	FLOT2	gene-FLOT2	RBB
FLRT1	gene-FLRT1	FLRT1	gene-FLRT1	RBB
FLRT2	gene-FLRT2	FLRT2	gene-FLRT2	RBB
FLRT3	gene-FLRT3	FLRT3	gene-FLRT3	RBB
FLT1	gene-FLT1	FLT1	gene-FLT1	RBB
FLT3	gene-FLT3	FLT3	gene-FLT3	RBB
FLT3LG	gene-FLT3LG	FLT3LG	gene-FLT3LG	RBB
FLT4	gene-FLT4	FLT4	gene-FLT4	RBB
FLVCR1	gene-FLVCR1	FLVCR1	gene-FLVCR1	RBB
FLVCR2	gene-FLVCR2	FLVCR2	gene-FLVCR2	RBB
FLYWCH1	gene-FLYWCH1	FLYWCH1	gene-FLYWCH1	RBB
FLYWCH2	gene-FLYWCH2	FLYWCH2	gene-FLYWCH2	RBB
FMC1	gene-FMC1	FMC1	gene-FMC1	RBB
FMN1	gene-FMN1	FMN1	gene-FMN1	RBB
FMN2	gene-FMN2	FMN2	gene-FMN2	RBB
FMNL1	gene-FMNL1	FMNL2	gene-FMNL2	OBB
FMNL2	gene-FMNL2	FMNL2	gene-FMNL2	RBB
FMNL3	gene-FMNL3	FMNL3	gene-FMNL3	RBB
FMO1	gene-FMO1	FMO1	gene-FMO1	RBB
FMO2	gene-FMO2	FMO2	gene-FMO2	RBB
FMO4	gene-FMO4	FMO4	gene-FMO4	RBB
FMO5	gene-FMO5	FMO5	gene-FMO5	RBB
FMOD	gene-FMOD	FMOD	gene-FMOD	RBB
FMR1	gene-FMR1	FMR1	gene-FMR1	RBB
FMR1NB	gene-FMR1NB	FMR1NB	gene-FMR1NB	RBB
FN1	gene-FN1	FN1	gene-FN1	RBB
FN3K	gene-FN3K	FN3K	gene-FN3K	OBB
FN3KRP	gene-FN3KRP	FN3KRP	gene-FN3KRP	RBB
FNBP1	gene-FNBP1	FNBP1	gene-FNBP1	RBB
FNBP1L	gene-FNBP1L	FNBP1L	gene-FNBP1L	RBB
FNBP4	gene-FNBP4	FNBP4	gene-FNBP4	RBB
FNDC1	gene-FNDC1	FNDC1	gene-FNDC1	RBB
FNDC10	gene-FNDC10	FNDC10	gene-FNDC10	RBB
FNDC11	gene-FNDC11	FNDC11	gene-FNDC11	RBB
FNDC3A	gene-FNDC3A	FNDC3A	gene-FNDC3A	RBB
FNDC3B	gene-FNDC3B	FNDC3B	gene-FNDC3B	RBB
FNDC4	gene-FNDC4	FNDC4	gene-FNDC4	RBB
FNDC5	gene-FNDC5	FNDC5	gene-FNDC5	RBB
FNDC7	gene-FNDC7	FNDC7	gene-FNDC7	RBB
FNDC8	gene-FNDC8	FNDC8	gene-FNDC8	RBB
FNDC9	gene-FNDC9	FNDC9	gene-FNDC9	RBB
FNIP1	gene-FNIP1	FNIP1	gene-FNIP1	RBB
FNIP2	gene-FNIP2	FNIP2	gene-FNIP2	RBB
FNTA	gene-FNTA	FNTA	gene-FNTA	RBB
FNTB	gene-FNTB	FNTB	gene-FNTB	RBB
FOCAD	gene-FOCAD	FOCAD	gene-FOCAD	RBB
FOLR1	gene-FOLR1	FOLR1	gene-FOLR1	RBB
FOLR2	gene-FOLR2	FOLR2	gene-FOLR2	RBB
FOS	gene-FOS	FOS	gene-FOS	RBB
FOSB	gene-FOSB	FOSB	gene-FOSB	RBB
FOSL1	gene-FOSL1	FOSL1	gene-FOSL1	RBB
FOSL2	gene-FOSL2	FOSL2	gene-FOSL2	RBB
FOXA1	gene-FOXA1	FOXA1	gene-FOXA1	RBB
FOXA2	gene-FOXA2	FOXA2	gene-FOXA2	RBB
FOXA3	gene-FOXA3	FOXA3	gene-FOXA3	RBB
FOXB1	gene-FOXB1	FOXB1	gene-FOXB1	RBB
FOXB2	gene-FOXB2	FOXB2	gene-FOXB2	RBB
FOXC1	gene-FOXC1	FOXC1	gene-FOXC1	RBB
FOXC2	gene-FOXC2	FOXC2	gene-FOXC2	RBB
FOXD1	gene-FOXD1	FOXD1	gene-FOXD1	RBB
FOXD2	gene-FOXD2	FOXD2	gene-FOXD2	RBB
FOXD3	gene-FOXD3	FOXD3	gene-FOXD3	RBB
FOXE1	gene-FOXE1	FOXE1	gene-FOXE1	RBB
FOXE3	gene-FOXE3	FOXE3	gene-FOXE3	RBB
FOXF1	gene-FOXF1	FOXF1	gene-FOXF1	RBB
FOXF2	gene-FOXF2	FOXF2	gene-FOXF2	RBB
FOXG1	gene-FOXG1	FOXG1	gene-FOXG1	RBB
FOXH1	gene-FOXH1	FOXH1	gene-FOXH1	RBB
FOXI1	gene-FOXI1	FOXI1	gene-FOXI1	RBB
FOXI2	gene-FOXI2	FOXI2	gene-FOXI2	RBB
FOXI3	gene-FOXI3	FOXI3	gene-FOXI3	RBB
FOXJ1	gene-FOXJ1	FOXJ1	gene-FOXJ1	RBB
FOXJ2	gene-FOXJ2	FOXJ2	gene-FOXJ2	RBB
FOXJ3	gene-FOXJ3	FOXJ3	gene-FOXJ3	RBB
FOXK1	gene-FOXK1	FOXK1	gene-FOXK1	RBB
FOXK2	gene-FOXK2	FOXK2	gene-FOXK2	RBB
FOXL1	gene-FOXL1	FOXL1	gene-FOXL1	RBB
FOXL2	gene-FOXL2	FOXL2	gene-FOXL2	RBB
FOXM1	gene-FOXM1	FOXM1	gene-FOXM1	RBB
FOXN1	gene-FOXN1	FOXN1	gene-FOXN1	RBB
FOXN2	gene-FOXN2	FOXN2	gene-FOXN2	RBB
FOXN3	gene-FOXN3	FOXN3	gene-FOXN3	RBB
FOXN4	gene-FOXN4	FOXN4	gene-FOXN4	RBB
FOXO1	gene-FOXO1	FOXO1	gene-FOXO1	RBB
FOXO3	gene-FOXO3	FOXO3	gene-FOXO3	RBB
FOXO4	gene-FOXO4	FOXO4	gene-FOXO4	RBB
FOXO6	gene-FOXO6	FOXO6	gene-FOXO6-2	RBB
FOXP1	gene-FOXP1	FOXP1	gene-FOXP1	RBB
FOXP2	gene-FOXP2	FOXP2	gene-FOXP2	RBB
FOXP3	gene-FOXP3	FOXP3	gene-FOXP3	RBB
FOXP4	gene-FOXP4	FOXP4	gene-FOXP4	RBB
FOXQ1	gene-FOXQ1	FOXQ1	gene-FOXQ1	RBB
FOXR1	gene-FOXR1	FOXR1	gene-FOXR1	RBB
FOXR2	gene-FOXR2	FOXR2	gene-FOXR2	RBB
FOXRED1	gene-FOXRED1	FOXRED1	gene-FOXRED1	RBB
FOXRED2	gene-FOXRED2	FOXRED2	gene-FOXRED2	RBB
FOXS1	gene-FOXS1	FOXS1	gene-FOXS1	RBB
FPGS	gene-FPGS	FPGS	gene-FPGS	RBB
FPGT	gene-FPGT	FPGT	gene-FPGT	RBB
FPR2	gene-FPR2	FPR2	gene-FPR2	RBB
FRAS1	gene-FRAS1	FRAS1	gene-FRAS1	RBB
FRAT1	gene-FRAT1	FRAT1	gene-FRAT1	RBB
FRAT2	gene-FRAT2	FRAT2	gene-FRAT2	RBB
FREM1	gene-FREM1	FREM1	gene-FREM1	RBB
FREM2	gene-FREM2	FREM2	gene-FREM2	RBB
FREM3	gene-FREM3	FREM3	gene-FREM3	RBB
FREY1	gene-FREY1	FREY1	gene-FREY1	RBB
FRG1	gene-FRG1	FRG1	gene-FRG1	RBB
FRK	gene-FRK	FRK	gene-FRK	RBB
FRMD1	gene-FRMD1	FRMD1	gene-FRMD1	RBB
FRMD3	gene-FRMD3	FRMD3	gene-FRMD3	RBB
FRMD4A	gene-FRMD4A	FRMD4A	gene-FRMD4A	RBB
FRMD4B	gene-FRMD4B	FRMD4B	gene-FRMD4B	RBB
FRMD5	gene-FRMD5	FRMD5	gene-FRMD5	RBB
FRMD6	gene-FRMD6	FRMD6	gene-FRMD6	RBB
FRMD7	gene-FRMD7	FRMD7	gene-FRMD7	RBB
FRMD8	gene-FRMD8	FRMD8	gene-FRMD8	RBB
FRMPD1	gene-FRMPD1	FRMPD1	gene-FRMPD1	RBB
FRMPD2	gene-FRMPD2	FRMPD2	gene-FRMPD2	RBB
FRMPD3	gene-FRMPD3	FRMPD3	gene-FRMPD3	RBB
FRMPD4	gene-FRMPD4	FRMPD4	gene-FRMPD4	RBB
FRRS1	gene-FRRS1	FRRS1	gene-FRRS1	RBB
FRRS1L	gene-FRRS1L	FRRS1L	gene-FRRS1L	RBB
FRS2	gene-FRS2	FRS2	gene-FRS2	RBB
FRS3	gene-FRS3	FRS3	gene-FRS3	RBB
FRY	gene-FRY	FRY	gene-FRY	RBB
FRYL	gene-FRYL	FRYL	gene-FRYL	RBB
FRZB	gene-FRZB	FRZB	gene-FRZB	RBB
FSBP	gene-FSBP	FSBP	gene-FSBP	RBB
FSCB	gene-FSCB	FSCB	gene-FSCB	RBB
FSCN1	gene-FSCN1	FSCN1	gene-FSCN1	RBB
FSCN2	gene-FSCN2	FSCN2	gene-FSCN2	RBB
FSCN3	gene-FSCN3	FSCN3	gene-FSCN3	RBB
FSD1	gene-FSD1	FSD1	gene-FSD1	RBB
FSD1L	gene-FSD1L	FSD1L	gene-FSD1L	RBB
